disease	county	onset_date	number_of_cases
手足口	曹县	2022-05-19	1
手足口	曹县	2022-05-27	1
手足口	曹县	2022-05-31	2
手足口	曹县	2022-06-02	2
手足口	曹县	2022-06-03	2
手足口	曹县	2022-06-05	1
手足口	曹县	2022-06-10	1
手足口	曹县	2022-06-12	2
手足口	曹县	2022-06-13	1
手足口	曹县	2022-06-15	2
手足口	曹县	2022-06-17	1
手足口	曹县	2022-06-18	1
手足口	曹县	2022-07-01	1
手足口	曹县	2022-07-04	1
手足口	曹县	2022-07-05	1
手足口	曹县	2022-07-09	1
手足口	曹县	2022-07-12	1
手足口	曹县	2022-07-14	1
手足口	曹县	2022-07-17	1
手足口	曹县	2022-07-22	1
手足口	曹县	2022-07-26	1
手足口	曹县	2022-07-29	1
手足口	曹县	2022-08-07	1
手足口	曹县	2022-08-20	1
手足口	曹县	2022-08-23	1
手足口	曹县	2022-10-13	1
手足口	曹县	2022-10-21	1
手足口	曹县	2022-11-02	1
手足口	曹县	2022-11-05	1
手足口	曹县	2022-11-08	2
手足口	曹县	2022-11-11	2
手足口	曹县	2022-11-12	1
手足口	曹县	2022-11-16	3
手足口	曹县	2022-11-17	2
手足口	曹县	2022-11-23	1
手足口	曹县	2022-11-24	1
手足口	曹县	2022-11-27	1
手足口	曹县	2022-11-28	3
手足口	曹县	2022-11-29	1
手足口	曹县	2022-12-02	1
手足口	曹县	2022-12-03	2
手足口	曹县	2022-12-04	1
手足口	曹县	2022-12-11	1
手足口	曹县	2022-12-13	3
手足口	曹县	2022-12-18	1
手足口	曹县	2022-12-19	1
手足口	曹县	2023-01-12	2
手足口	曹县	2023-01-15	1
手足口	曹县	2023-01-16	1
手足口	曹县	2023-03-12	1
手足口	曹县	2023-04-10	1
手足口	曹县	2023-04-18	1
手足口	曹县	2023-04-21	1
手足口	曹县	2023-04-23	1
手足口	曹县	2023-04-24	1
手足口	曹县	2023-04-25	1
手足口	曹县	2023-04-29	1
手足口	曹县	2023-05-02	4
手足口	曹县	2023-05-03	1
手足口	曹县	2023-05-06	2
手足口	曹县	2023-05-11	2
手足口	曹县	2023-05-12	1
手足口	曹县	2023-05-15	6
手足口	曹县	2023-05-16	2
手足口	曹县	2023-05-17	1
手足口	曹县	2023-05-18	2
手足口	曹县	2023-05-19	1
手足口	曹县	2023-05-20	2
手足口	曹县	2023-05-21	2
手足口	曹县	2023-05-22	3
手足口	曹县	2023-05-23	5
手足口	曹县	2023-05-24	4
手足口	曹县	2023-05-25	6
手足口	曹县	2023-05-26	3
手足口	曹县	2023-05-27	3
手足口	曹县	2023-05-29	8
手足口	曹县	2023-05-31	2
手足口	曹县	2023-06-01	2
手足口	曹县	2023-06-02	2
手足口	曹县	2023-06-03	1
手足口	曹县	2023-06-04	3
手足口	曹县	2023-06-05	5
手足口	曹县	2023-06-06	1
手足口	曹县	2023-06-07	4
手足口	曹县	2023-06-08	5
手足口	曹县	2023-06-09	1
手足口	曹县	2023-06-11	1
手足口	曹县	2023-06-12	4
手足口	曹县	2023-06-13	3
手足口	曹县	2023-06-14	1
手足口	曹县	2023-06-15	4
手足口	曹县	2023-06-28	1
手足口	曹县	2023-06-30	1
手足口	曹县	2023-07-01	1
手足口	曹县	2023-07-02	2
手足口	曹县	2023-07-05	2
手足口	曹县	2023-07-06	1
手足口	曹县	2023-07-07	3
手足口	曹县	2023-07-08	1
手足口	曹县	2023-07-09	1
手足口	曹县	2023-07-11	2
手足口	曹县	2023-07-12	1
手足口	曹县	2023-07-13	1
手足口	曹县	2023-07-15	1
手足口	曹县	2023-07-17	1
手足口	曹县	2023-07-18	1
手足口	曹县	2023-07-30	1
手足口	曹县	2023-07-31	2
手足口	曹县	2023-08-01	1
手足口	曹县	2023-08-05	2
手足口	曹县	2023-08-10	2
手足口	曹县	2023-08-16	1
手足口	曹县	2023-08-17	1
手足口	曹县	2023-09-24	1
手足口	曹县	2023-09-25	1
手足口	曹县	2023-09-26	1
手足口	曹县	2023-10-12	1
手足口	曹县	2023-10-13	1
手足口	曹县	2023-11-09	1
手足口	曹县	2023-11-18	1
手足口	曹县	2024-03-12	1
手足口	曹县	2024-04-07	1
手足口	曹县	2024-04-18	1
手足口	曹县	2024-04-22	2
手足口	曹县	2024-04-28	1
手足口	曹县	2024-05-14	1
手足口	曹县	2024-05-18	1
手足口	曹县	2024-06-06	1
手足口	曹县	2024-06-16	1
手足口	曹县	2024-06-21	1
手足口	曹县	2024-06-22	1
手足口	曹县	2024-06-25	1
手足口	曹县	2024-06-26	1
手足口	曹县	2024-07-01	1
手足口	曹县	2024-07-03	2
手足口	曹县	2024-07-04	3
手足口	曹县	2024-07-07	1
手足口	曹县	2024-07-09	3
手足口	曹县	2024-07-10	1
手足口	曹县	2024-07-11	1
手足口	曹县	2024-07-13	1
手足口	曹县	2024-07-15	1
手足口	曹县	2024-07-21	2
手足口	曹县	2024-07-26	1
手足口	曹县	2024-07-31	1
手足口	曹县	2024-08-01	1
手足口	曹县	2024-08-02	1
手足口	曹县	2024-08-05	1
手足口	曹县	2024-08-08	1
手足口	曹县	2024-08-09	1
手足口	曹县	2024-08-13	1
手足口	曹县	2024-09-09	1
手足口	曹县	2024-09-12	1
手足口	曹县	2024-09-15	1
手足口	曹县	2024-09-16	1
手足口	曹县	2024-09-23	1
手足口	曹县	2024-10-05	1
手足口	曹县	2024-10-17	1
手足口	曹县	2024-10-22	2
手足口	曹县	2024-10-26	1
手足口	曹县	2024-10-30	2
手足口	曹县	2024-11-03	1
手足口	曹县	2024-11-04	1
手足口	曹县	2024-11-05	1
手足口	曹县	2024-11-11	1
手足口	曹县	2024-11-17	1
手足口	曹县	2024-11-21	1
手足口	曹县	2024-11-22	1
手足口	曹县	2024-11-25	1
手足口	曹县	2024-11-26	3
手足口	曹县	2024-11-29	1
手足口	李沧区	2020-01-06	1
手足口	李沧区	2020-01-12	2
手足口	李沧区	2020-01-18	1
手足口	李沧区	2020-01-23	1
手足口	李沧区	2020-01-29	1
手足口	李沧区	2020-03-14	1
手足口	李沧区	2020-05-02	1
手足口	李沧区	2020-05-21	1
手足口	李沧区	2020-05-30	1
手足口	李沧区	2020-06-02	1
手足口	李沧区	2020-06-30	1
手足口	李沧区	2020-08-15	1
手足口	李沧区	2020-08-19	2
手足口	李沧区	2020-08-25	1
手足口	李沧区	2020-08-26	1
手足口	李沧区	2020-08-29	1
手足口	李沧区	2020-08-30	1
手足口	李沧区	2020-09-03	1
手足口	李沧区	2020-09-06	1
手足口	李沧区	2020-09-08	1
手足口	李沧区	2020-09-11	1
手足口	李沧区	2020-09-12	1
手足口	李沧区	2020-09-13	1
手足口	李沧区	2020-09-20	2
手足口	李沧区	2020-09-22	1
手足口	李沧区	2020-09-24	1
手足口	李沧区	2020-09-25	3
手足口	李沧区	2020-09-27	1
手足口	李沧区	2020-09-28	1
手足口	李沧区	2020-09-29	1
手足口	李沧区	2020-10-01	1
手足口	李沧区	2020-10-02	1
手足口	李沧区	2020-10-03	1
手足口	李沧区	2020-10-05	1
手足口	李沧区	2020-10-06	5
手足口	李沧区	2020-10-07	3
手足口	李沧区	2020-10-08	2
手足口	李沧区	2020-10-09	2
手足口	李沧区	2020-10-10	4
手足口	李沧区	2020-10-11	2
手足口	李沧区	2020-10-12	4
手足口	李沧区	2020-10-13	3
手足口	李沧区	2020-10-14	2
手足口	李沧区	2020-10-15	1
手足口	李沧区	2020-10-16	1
手足口	李沧区	2020-10-17	2
手足口	李沧区	2020-10-18	1
手足口	李沧区	2020-10-19	1
手足口	李沧区	2020-10-22	3
手足口	李沧区	2020-10-24	2
手足口	李沧区	2020-10-26	1
手足口	李沧区	2020-10-29	3
手足口	李沧区	2020-11-05	1
手足口	李沧区	2020-11-06	2
手足口	李沧区	2020-11-10	2
手足口	李沧区	2020-11-13	1
手足口	李沧区	2020-11-20	1
手足口	李沧区	2020-11-23	1
手足口	李沧区	2020-11-24	1
手足口	李沧区	2020-11-28	2
手足口	李沧区	2020-12-02	1
手足口	李沧区	2020-12-06	1
手足口	李沧区	2020-12-08	1
手足口	李沧区	2020-12-09	1
手足口	李沧区	2020-12-10	1
手足口	李沧区	2020-12-20	2
手足口	李沧区	2020-12-22	1
手足口	李沧区	2020-12-25	5
手足口	李沧区	2020-12-27	1
手足口	李沧区	2020-12-31	3
手足口	李沧区	2021-01-07	1
手足口	李沧区	2021-01-16	1
手足口	李沧区	2021-02-05	1
手足口	李沧区	2021-02-09	1
手足口	李沧区	2021-02-21	1
手足口	李沧区	2021-03-02	1
手足口	李沧区	2021-04-09	1
手足口	李沧区	2021-04-16	1
手足口	李沧区	2021-04-20	1
手足口	李沧区	2021-04-28	1
手足口	李沧区	2021-04-29	1
手足口	李沧区	2021-05-02	1
手足口	李沧区	2021-05-03	1
手足口	李沧区	2021-05-04	1
手足口	李沧区	2021-05-05	1
手足口	李沧区	2021-05-07	3
手足口	李沧区	2021-05-09	3
手足口	李沧区	2021-05-11	1
手足口	李沧区	2021-05-12	1
手足口	李沧区	2021-05-14	1
手足口	李沧区	2021-05-17	1
手足口	李沧区	2021-05-20	1
手足口	李沧区	2021-05-22	2
手足口	李沧区	2021-05-23	2
手足口	李沧区	2021-05-24	3
手足口	李沧区	2021-05-26	1
手足口	李沧区	2021-05-27	1
手足口	李沧区	2021-05-28	1
手足口	李沧区	2021-05-29	3
手足口	李沧区	2021-05-31	2
手足口	李沧区	2021-06-02	1
手足口	李沧区	2021-06-03	2
手足口	李沧区	2021-06-04	2
手足口	李沧区	2021-06-06	1
手足口	李沧区	2021-06-08	2
手足口	李沧区	2021-06-09	1
手足口	李沧区	2021-06-10	2
手足口	李沧区	2021-06-12	1
手足口	李沧区	2021-06-13	1
手足口	李沧区	2021-06-14	2
手足口	李沧区	2021-06-16	1
手足口	李沧区	2021-06-17	1
手足口	李沧区	2021-06-19	5
手足口	李沧区	2021-06-20	1
手足口	李沧区	2021-06-21	3
手足口	李沧区	2021-06-22	5
手足口	李沧区	2021-06-23	5
手足口	李沧区	2021-06-24	4
手足口	李沧区	2021-06-25	2
手足口	李沧区	2021-06-26	4
手足口	李沧区	2021-06-28	2
手足口	李沧区	2021-06-30	5
手足口	李沧区	2021-07-01	2
手足口	李沧区	2021-07-02	3
手足口	李沧区	2021-07-03	3
手足口	李沧区	2021-07-04	2
手足口	李沧区	2021-07-06	4
手足口	李沧区	2021-07-07	2
手足口	李沧区	2021-07-08	5
手足口	李沧区	2021-07-09	6
手足口	李沧区	2021-07-10	11
手足口	李沧区	2021-07-11	8
手足口	李沧区	2021-07-12	6
手足口	李沧区	2021-07-13	6
手足口	李沧区	2021-07-14	10
手足口	李沧区	2021-07-15	9
手足口	李沧区	2021-07-16	7
手足口	李沧区	2021-07-17	3
手足口	李沧区	2021-07-18	2
手足口	李沧区	2021-07-19	13
手足口	李沧区	2021-07-20	7
手足口	李沧区	2021-07-21	10
手足口	李沧区	2021-07-22	10
手足口	李沧区	2021-07-23	9
手足口	李沧区	2021-07-24	5
手足口	李沧区	2021-07-25	6
手足口	李沧区	2021-07-26	3
手足口	李沧区	2021-07-27	8
手足口	李沧区	2021-07-28	11
手足口	李沧区	2021-07-29	8
手足口	李沧区	2021-07-30	6
手足口	李沧区	2021-07-31	2
手足口	李沧区	2021-08-01	5
手足口	李沧区	2021-08-02	4
手足口	李沧区	2021-08-03	6
手足口	李沧区	2021-08-04	1
手足口	李沧区	2021-08-05	4
手足口	李沧区	2021-08-06	5
手足口	李沧区	2021-08-07	6
手足口	李沧区	2021-08-08	5
手足口	李沧区	2021-08-09	5
手足口	李沧区	2021-08-10	3
手足口	李沧区	2021-08-11	3
手足口	李沧区	2021-08-12	5
手足口	李沧区	2021-08-13	4
手足口	李沧区	2021-08-14	7
手足口	李沧区	2021-08-15	4
手足口	李沧区	2021-08-16	5
手足口	李沧区	2021-08-17	5
手足口	李沧区	2021-08-18	2
手足口	李沧区	2021-08-19	2
手足口	李沧区	2021-08-20	3
手足口	李沧区	2021-08-21	3
手足口	李沧区	2021-08-22	2
手足口	李沧区	2021-08-23	7
手足口	李沧区	2021-08-24	3
手足口	李沧区	2021-08-25	2
手足口	李沧区	2021-08-26	3
手足口	李沧区	2021-08-27	4
手足口	李沧区	2021-08-28	2
手足口	李沧区	2021-08-29	3
手足口	李沧区	2021-08-31	2
手足口	李沧区	2021-09-01	3
手足口	李沧区	2021-09-02	1
手足口	李沧区	2021-09-04	2
手足口	李沧区	2021-09-05	3
手足口	李沧区	2021-09-07	2
手足口	李沧区	2021-09-08	1
手足口	李沧区	2021-09-09	4
手足口	李沧区	2021-09-10	1
手足口	李沧区	2021-09-12	4
手足口	李沧区	2021-09-13	3
手足口	李沧区	2021-09-14	4
手足口	李沧区	2021-09-15	4
手足口	李沧区	2021-09-16	3
手足口	李沧区	2021-09-17	4
手足口	李沧区	2021-09-18	1
手足口	李沧区	2021-09-19	2
手足口	李沧区	2021-09-20	1
手足口	李沧区	2021-09-21	6
手足口	李沧区	2021-09-22	4
手足口	李沧区	2021-09-23	1
手足口	李沧区	2021-09-24	3
手足口	李沧区	2021-09-25	1
手足口	李沧区	2021-09-27	1
手足口	李沧区	2021-09-28	5
手足口	李沧区	2021-09-29	3
手足口	李沧区	2021-09-30	1
手足口	李沧区	2021-10-01	2
手足口	李沧区	2021-10-02	4
手足口	李沧区	2021-10-03	2
手足口	李沧区	2021-10-04	1
手足口	李沧区	2021-10-05	2
手足口	李沧区	2021-10-06	5
手足口	李沧区	2021-10-07	1
手足口	李沧区	2021-10-08	5
手足口	李沧区	2021-10-09	3
手足口	李沧区	2021-10-10	4
手足口	李沧区	2021-10-11	3
手足口	李沧区	2021-10-12	4
手足口	李沧区	2021-10-13	1
手足口	李沧区	2021-10-15	1
手足口	李沧区	2021-10-16	3
手足口	李沧区	2021-10-17	4
手足口	李沧区	2021-10-18	1
手足口	李沧区	2021-10-19	1
手足口	李沧区	2021-10-20	1
手足口	李沧区	2021-10-21	1
手足口	李沧区	2021-10-22	4
手足口	李沧区	2021-10-24	2
手足口	李沧区	2021-10-25	1
手足口	李沧区	2021-10-27	3
手足口	李沧区	2021-10-29	2
手足口	李沧区	2021-10-31	3
手足口	李沧区	2021-11-01	3
手足口	李沧区	2021-11-02	7
手足口	李沧区	2021-11-03	1
手足口	李沧区	2021-11-04	3
手足口	李沧区	2021-11-05	1
手足口	李沧区	2021-11-06	1
手足口	李沧区	2021-11-07	3
手足口	李沧区	2021-11-09	2
手足口	李沧区	2021-11-10	1
手足口	李沧区	2021-11-11	3
手足口	李沧区	2021-11-12	3
手足口	李沧区	2021-11-13	2
手足口	李沧区	2021-11-14	1
手足口	李沧区	2021-11-16	1
手足口	李沧区	2021-11-17	3
手足口	李沧区	2021-11-18	1
手足口	李沧区	2021-11-19	1
手足口	李沧区	2021-11-20	1
手足口	李沧区	2021-11-21	2
手足口	李沧区	2021-11-22	2
手足口	李沧区	2021-11-24	3
手足口	李沧区	2021-11-26	4
手足口	李沧区	2021-11-28	2
手足口	李沧区	2021-11-29	2
手足口	李沧区	2021-11-30	1
手足口	李沧区	2021-12-01	1
手足口	李沧区	2021-12-02	1
手足口	李沧区	2021-12-03	1
手足口	李沧区	2021-12-04	3
手足口	李沧区	2021-12-07	1
手足口	李沧区	2021-12-13	1
手足口	李沧区	2021-12-14	1
手足口	李沧区	2021-12-16	1
手足口	李沧区	2021-12-19	1
手足口	李沧区	2021-12-30	2
手足口	李沧区	2022-01-03	1
手足口	李沧区	2022-01-06	2
手足口	李沧区	2022-01-07	1
手足口	李沧区	2022-01-18	1
手足口	李沧区	2022-01-19	2
手足口	李沧区	2022-01-20	2
手足口	李沧区	2022-01-21	2
手足口	李沧区	2022-01-22	1
手足口	李沧区	2022-01-24	1
手足口	李沧区	2022-02-10	1
手足口	李沧区	2022-02-14	1
手足口	李沧区	2022-03-02	1
手足口	李沧区	2022-03-03	1
手足口	李沧区	2022-03-07	1
手足口	李沧区	2022-03-08	1
手足口	李沧区	2022-04-06	1
手足口	李沧区	2022-05-24	1
手足口	李沧区	2022-05-28	1
手足口	李沧区	2022-06-08	1
手足口	李沧区	2022-06-10	1
手足口	李沧区	2022-06-11	2
手足口	李沧区	2022-06-12	2
手足口	李沧区	2022-06-22	1
手足口	李沧区	2022-06-29	1
手足口	李沧区	2022-06-30	1
手足口	李沧区	2022-07-03	1
手足口	李沧区	2022-07-04	1
手足口	李沧区	2022-07-06	1
手足口	李沧区	2022-07-08	1
手足口	李沧区	2022-07-09	1
手足口	李沧区	2022-07-11	2
手足口	李沧区	2022-07-12	3
手足口	李沧区	2022-07-13	3
手足口	李沧区	2022-07-14	1
手足口	李沧区	2022-07-15	1
手足口	李沧区	2022-07-16	1
手足口	李沧区	2022-07-17	1
手足口	李沧区	2022-07-18	1
手足口	李沧区	2022-07-21	1
手足口	李沧区	2022-07-22	1
手足口	李沧区	2022-07-23	1
手足口	李沧区	2022-07-27	1
手足口	李沧区	2022-07-30	2
手足口	李沧区	2022-07-31	1
手足口	李沧区	2022-08-01	3
手足口	李沧区	2022-08-02	2
手足口	李沧区	2022-08-03	1
手足口	李沧区	2022-08-04	1
手足口	李沧区	2022-08-05	6
手足口	李沧区	2022-08-06	1
手足口	李沧区	2022-08-07	3
手足口	李沧区	2022-08-08	1
手足口	李沧区	2022-08-09	2
手足口	李沧区	2022-08-10	3
手足口	李沧区	2022-08-11	3
手足口	李沧区	2022-08-12	1
手足口	李沧区	2022-08-13	6
手足口	李沧区	2022-08-14	5
手足口	李沧区	2022-08-15	6
手足口	李沧区	2022-08-16	5
手足口	李沧区	2022-08-17	2
手足口	李沧区	2022-08-18	5
手足口	李沧区	2022-08-19	9
手足口	李沧区	2022-08-20	7
手足口	李沧区	2022-08-21	5
手足口	李沧区	2022-08-22	4
手足口	李沧区	2022-08-23	5
手足口	李沧区	2022-08-24	5
手足口	李沧区	2022-08-25	7
手足口	李沧区	2022-08-26	7
手足口	李沧区	2022-08-27	3
手足口	李沧区	2022-08-28	3
手足口	李沧区	2022-08-29	5
手足口	李沧区	2022-08-30	9
手足口	李沧区	2022-08-31	6
手足口	李沧区	2022-09-01	4
手足口	李沧区	2022-09-02	3
手足口	李沧区	2022-09-03	5
手足口	李沧区	2022-09-04	7
手足口	李沧区	2022-09-05	9
手足口	李沧区	2022-09-06	6
手足口	李沧区	2022-09-07	6
手足口	李沧区	2022-09-08	6
手足口	李沧区	2022-09-09	12
手足口	李沧区	2022-09-10	8
手足口	李沧区	2022-09-11	7
手足口	李沧区	2022-09-12	4
手足口	李沧区	2022-09-13	3
手足口	李沧区	2022-09-14	12
手足口	李沧区	2022-09-15	5
手足口	李沧区	2022-09-16	3
手足口	李沧区	2022-09-17	14
手足口	李沧区	2022-09-18	7
手足口	李沧区	2022-09-19	2
手足口	李沧区	2022-09-20	8
手足口	李沧区	2022-09-21	3
手足口	李沧区	2022-09-22	6
手足口	李沧区	2022-09-23	6
手足口	李沧区	2022-09-24	2
手足口	李沧区	2022-09-25	2
手足口	李沧区	2022-09-26	3
手足口	李沧区	2022-09-27	1
手足口	李沧区	2022-09-28	6
手足口	李沧区	2022-09-29	1
手足口	李沧区	2022-09-30	4
手足口	李沧区	2022-10-01	3
手足口	李沧区	2022-10-02	3
手足口	李沧区	2022-10-03	3
手足口	李沧区	2022-10-04	2
手足口	李沧区	2022-10-05	6
手足口	李沧区	2022-10-06	4
手足口	李沧区	2022-10-07	5
手足口	李沧区	2022-10-08	2
手足口	李沧区	2022-10-10	1
手足口	李沧区	2022-10-11	5
手足口	李沧区	2022-10-13	2
手足口	李沧区	2022-10-14	1
手足口	李沧区	2022-10-17	2
手足口	李沧区	2022-10-18	1
手足口	李沧区	2022-10-19	2
手足口	李沧区	2022-10-20	4
手足口	李沧区	2022-10-21	2
手足口	李沧区	2022-10-22	2
手足口	李沧区	2022-10-23	1
手足口	李沧区	2022-10-24	2
手足口	李沧区	2022-10-25	1
手足口	李沧区	2022-10-26	1
手足口	李沧区	2022-10-27	2
手足口	李沧区	2022-10-28	1
手足口	李沧区	2022-11-02	1
手足口	李沧区	2022-11-04	3
手足口	李沧区	2022-11-05	1
手足口	李沧区	2022-11-06	1
手足口	李沧区	2022-11-07	2
手足口	李沧区	2022-11-09	1
手足口	李沧区	2022-11-15	1
手足口	李沧区	2022-11-16	1
手足口	李沧区	2022-11-18	1
手足口	李沧区	2022-11-21	2
手足口	李沧区	2022-11-22	1
手足口	李沧区	2022-11-23	2
手足口	李沧区	2022-11-24	1
手足口	李沧区	2022-11-25	2
手足口	李沧区	2022-11-26	1
手足口	李沧区	2022-11-30	1
手足口	李沧区	2022-12-01	1
手足口	李沧区	2022-12-08	1
手足口	李沧区	2022-12-11	1
手足口	李沧区	2022-12-12	2
手足口	李沧区	2022-12-22	1
手足口	李沧区	2023-02-21	1
手足口	李沧区	2023-02-27	1
手足口	李沧区	2023-03-22	1
手足口	李沧区	2023-03-29	1
手足口	李沧区	2023-04-02	1
手足口	李沧区	2023-04-15	1
手足口	李沧区	2023-05-04	1
手足口	李沧区	2023-05-06	1
手足口	李沧区	2023-05-07	1
手足口	李沧区	2023-05-10	1
手足口	李沧区	2023-05-14	1
手足口	李沧区	2023-05-21	1
手足口	李沧区	2023-05-23	1
手足口	李沧区	2023-06-02	2
手足口	李沧区	2023-06-06	1
手足口	李沧区	2023-06-07	1
手足口	李沧区	2023-06-09	2
手足口	李沧区	2023-06-12	3
手足口	李沧区	2023-06-14	2
手足口	李沧区	2023-06-15	2
手足口	李沧区	2023-06-17	1
手足口	李沧区	2023-06-18	2
手足口	李沧区	2023-06-19	2
手足口	李沧区	2023-06-22	1
手足口	李沧区	2023-06-23	1
手足口	李沧区	2023-06-24	1
手足口	李沧区	2023-06-27	2
手足口	李沧区	2023-06-29	3
手足口	李沧区	2023-06-30	5
手足口	李沧区	2023-07-01	3
手足口	李沧区	2023-07-02	2
手足口	李沧区	2023-07-03	2
手足口	李沧区	2023-07-04	3
手足口	李沧区	2023-07-05	3
手足口	李沧区	2023-07-06	4
手足口	李沧区	2023-07-07	7
手足口	李沧区	2023-07-08	8
手足口	李沧区	2023-07-09	6
手足口	李沧区	2023-07-10	9
手足口	李沧区	2023-07-11	8
手足口	李沧区	2023-07-12	5
手足口	李沧区	2023-07-13	9
手足口	李沧区	2023-07-14	12
手足口	李沧区	2023-07-15	9
手足口	李沧区	2023-07-16	10
手足口	李沧区	2023-07-17	15
手足口	李沧区	2023-07-18	18
手足口	李沧区	2023-07-19	18
手足口	李沧区	2023-07-20	9
手足口	李沧区	2023-07-21	13
手足口	李沧区	2023-07-22	8
手足口	李沧区	2023-07-23	13
手足口	李沧区	2023-07-24	14
手足口	李沧区	2023-07-25	11
手足口	李沧区	2023-07-26	9
手足口	李沧区	2023-07-27	5
手足口	李沧区	2023-07-28	20
手足口	李沧区	2023-07-29	17
手足口	李沧区	2023-07-30	11
手足口	李沧区	2023-07-31	24
手足口	李沧区	2023-08-01	25
手足口	李沧区	2023-08-02	23
手足口	李沧区	2023-08-03	16
手足口	李沧区	2023-08-04	24
手足口	李沧区	2023-08-05	31
手足口	李沧区	2023-08-06	23
手足口	李沧区	2023-08-07	31
手足口	李沧区	2023-08-08	32
手足口	李沧区	2023-08-09	33
手足口	李沧区	2023-08-10	33
手足口	李沧区	2023-08-11	27
手足口	李沧区	2023-08-12	25
手足口	李沧区	2023-08-13	31
手足口	李沧区	2023-08-14	31
手足口	李沧区	2023-08-15	25
手足口	李沧区	2023-08-16	32
手足口	李沧区	2023-08-17	30
手足口	李沧区	2023-08-18	26
手足口	李沧区	2023-08-19	40
手足口	李沧区	2023-08-20	25
手足口	李沧区	2023-08-21	33
手足口	李沧区	2023-08-22	32
手足口	李沧区	2023-08-23	25
手足口	李沧区	2023-08-24	24
手足口	李沧区	2023-08-25	27
手足口	李沧区	2023-08-26	39
手足口	李沧区	2023-08-27	24
手足口	李沧区	2023-08-28	25
手足口	李沧区	2023-08-29	33
手足口	李沧区	2023-08-30	13
手足口	李沧区	2023-08-31	16
手足口	李沧区	2023-09-01	17
手足口	李沧区	2023-09-02	21
手足口	李沧区	2023-09-03	18
手足口	李沧区	2023-09-04	22
手足口	李沧区	2023-09-05	18
手足口	李沧区	2023-09-06	16
手足口	李沧区	2023-09-07	12
手足口	李沧区	2023-09-08	16
手足口	李沧区	2023-09-09	25
手足口	李沧区	2023-09-10	21
手足口	李沧区	2023-09-11	21
手足口	李沧区	2023-09-12	23
手足口	李沧区	2023-09-13	23
手足口	李沧区	2023-09-14	9
手足口	李沧区	2023-09-15	32
手足口	李沧区	2023-09-16	27
手足口	李沧区	2023-09-17	22
手足口	李沧区	2023-09-18	16
手足口	李沧区	2023-09-19	13
手足口	李沧区	2023-09-20	14
手足口	李沧区	2023-09-21	17
手足口	李沧区	2023-09-22	20
手足口	李沧区	2023-09-23	20
手足口	李沧区	2023-09-24	14
手足口	李沧区	2023-09-25	12
手足口	李沧区	2023-09-26	13
手足口	李沧区	2023-09-27	7
手足口	李沧区	2023-09-28	6
手足口	李沧区	2023-09-29	10
手足口	李沧区	2023-09-30	12
手足口	李沧区	2023-10-01	11
手足口	李沧区	2023-10-02	10
手足口	李沧区	2023-10-03	10
手足口	李沧区	2023-10-04	8
手足口	李沧区	2023-10-05	12
手足口	李沧区	2023-10-06	10
手足口	李沧区	2023-10-07	8
手足口	李沧区	2023-10-08	5
手足口	李沧区	2023-10-09	7
手足口	李沧区	2023-10-10	8
手足口	李沧区	2023-10-11	3
手足口	李沧区	2023-10-12	10
手足口	李沧区	2023-10-13	3
手足口	李沧区	2023-10-14	4
手足口	李沧区	2023-10-15	7
手足口	李沧区	2023-10-16	2
手足口	李沧区	2023-10-17	4
手足口	李沧区	2023-10-18	2
手足口	李沧区	2023-10-19	2
手足口	李沧区	2023-10-20	4
手足口	李沧区	2023-10-21	5
手足口	李沧区	2023-10-22	8
手足口	李沧区	2023-10-23	1
手足口	李沧区	2023-10-24	3
手足口	李沧区	2023-10-25	5
手足口	李沧区	2023-10-26	2
手足口	李沧区	2023-10-27	5
手足口	李沧区	2023-10-28	2
手足口	李沧区	2023-10-29	5
手足口	李沧区	2023-10-30	3
手足口	李沧区	2023-10-31	6
手足口	李沧区	2023-11-01	4
手足口	李沧区	2023-11-02	2
手足口	李沧区	2023-11-03	2
手足口	李沧区	2023-11-05	2
手足口	李沧区	2023-11-06	1
手足口	李沧区	2023-11-07	3
手足口	李沧区	2023-11-08	2
手足口	李沧区	2023-11-09	2
手足口	李沧区	2023-11-12	1
手足口	李沧区	2023-11-14	4
手足口	李沧区	2023-11-15	1
手足口	李沧区	2023-11-16	1
手足口	李沧区	2023-11-19	1
手足口	李沧区	2023-11-21	1
手足口	李沧区	2023-11-26	2
手足口	李沧区	2023-11-27	1
手足口	李沧区	2023-11-28	1
手足口	李沧区	2023-12-04	1
手足口	李沧区	2023-12-05	2
手足口	李沧区	2023-12-12	1
手足口	李沧区	2023-12-14	1
手足口	李沧区	2024-01-03	2
手足口	李沧区	2024-01-22	1
手足口	李沧区	2024-03-13	1
手足口	李沧区	2024-03-17	1
手足口	李沧区	2024-04-11	1
手足口	李沧区	2024-04-19	1
手足口	李沧区	2024-04-22	1
手足口	李沧区	2024-04-28	1
手足口	李沧区	2024-05-02	1
手足口	李沧区	2024-05-03	2
手足口	李沧区	2024-05-08	1
手足口	李沧区	2024-05-10	1
手足口	李沧区	2024-05-15	1
手足口	李沧区	2024-05-18	1
手足口	李沧区	2024-05-20	1
手足口	李沧区	2024-05-21	1
手足口	李沧区	2024-05-31	1
手足口	李沧区	2024-06-03	2
手足口	李沧区	2024-06-04	1
手足口	李沧区	2024-06-12	2
手足口	李沧区	2024-06-13	2
手足口	李沧区	2024-06-14	2
手足口	李沧区	2024-06-16	3
